,PROCEDIMENTO,Unnamed: 1,VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
912,TORACOTOMIA EXPLORADORA,HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
913,TORACOTOMIA PARA PROCEDIMENTOS ORTOPÉDICOS SOBRE A COLUNA VERTEBRAL,HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
914,TRAÇÃO ESQUELÉTICA DO GRADIL COSTO-ESTERNAL (TRAUMATISMO),HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
915,TRATAMENTO CIRÚRGICO DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA,HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
916,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE COSTELA OU ESTERNO,HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
917,TRATAMENTO CIRÚRGICO DE FRATURAS DO GRADIL COSTAL,HCO,HSO,REF,PAREDE TORÁCICA,PAREDE TORÁCICA,,,,,,,
918,BIÓPSIA INCISIONAL DE MAMA,AMB,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,,,,
919,,,,,,,,,,INVASIVOS,,,
920,"BIÓPSIA PERCUTÂNEA À VACUO GUIADA POR RAIO X, ULTRASSONOGRAFIA OU RESSONÂNCIA",,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,
921,,AMB,HCO,HSO,REF,PAC,7,MAMAS,PAREDE TORÁCICA,,,,
922,MAGNÉTICA (MAMOTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,,,,,INVASIVOS,,,
923,BIÓPSIA PERCUTÂNEA DE FRAGMENTO MAMÁRIO (CORE BIOPSY) ORIENTADA POR US OU RX - AGULHA,,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,
924,,AMB,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,,,,
925,GROSSA,,,,,,,,,INVASIVOS,,,
926,,,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,
927,COLETA DE FLUXO PAPILAR DE MAMA,AMB,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,,,,
928,,,,,,,,,,INVASIVOS,,,
929,,,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,
930,CORREÇÃO DE GINECOMASTIA,,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,,,,
931,,RN,,,,,,,,,,,
932,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
933,,(alteração),,,,,,,,,,,
934,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,
935,CORREÇÃO DE INVERSÃO PAPILAR,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
936,,,,,,,,INVASIVOS,,,,,
937,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,
938,DRENAGEM DE ABSCESSO DE MAMA,AMB,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
939,DRENAGEM E/OU ASPIRAÇÃO DE SEROMA,AMB,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
940,EXÉRESE DE LESÃO DA MAMA POR MARCAÇÃO ESTEREOTÁXICA OU ROLL,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
941,EXÉRESE DE MAMA SUPRA-NUMERÁRIA,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
942,EXÉRESE DE NÓDULO,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
943,FISTULECTOMIA DE MAMA,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
944,LINFADENECTOMIA AXILAR,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
945,,AMB,HCO,HSO,REF,PAC,MAMAS,PAREDE TORÁCICA,,,,,
946,TOMOGRAFIA COMPUTADORIZADA OU RESSONÂNCIA MAGNÉTICA,,,,,,,,INVASIVOS,,,,
947,MASTECTOMIA,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
948,,,,,,,,INVASIVOS,,,,,
949,MASTOPLASTIA EM MAMA OPOSTA APÓS RECONSTRUÇÃO DA CONTRALATERAL EM CASOS DE LESÕES,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,
950,,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
951,TRAUMÁTICAS E TUMORES,,,,,,,INVASIVOS,,,,,
952,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,
953,PUNÇÃO DE CISTO,AMB,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
954,,,,,,,,INVASIVOS,,,,,
955,,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,
956,PUNÇÃO OU BIÓPSIA PERCUTÂNEA DE AGULHA FINA,AMB,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,
957,QUADRANTECTOMIA COM OU SEM LINFADENECTOMIA AXILAR,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
958,,,,,,,INVASIVOS,,,,,,
959,RECONSTRUÇÃO DA MAMA COM PRÓTESE E/OU EXPANSOR EM CASOS DE LESÕES TRAUMÁTICAS E,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
960,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
961,TUMORES,,,,,,INVASIVOS,,,,,,
962,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
963,RECONSTRUÇÃO DA PLACA ARÉOLO MAMILAR,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
964,,,,,,,INVASIVOS,,,,,,
965,RECONSTRUÇÃO MAMÁRIA COM RETALHOS MUSCULARES E/OU CUTÂNEOS EM CASOS DE LESÕES,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
966,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
967,TRAUMÁTICAS E TUMORES,,,,,,INVASIVOS,,,,,,
968,RECONSTRUÇÃO PARCIAL DA MAMA PÓS-QUADRANTECTOMIA EM CASOS DE LESÕES TRAUMÁTICAS E,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
969,,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
970,TUMORES,,,,,,INVASIVOS,,,,,,
971,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
972,RESSECÇÃO DO LINFONODO SENTINELA,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
973,,RN,,,,,,,,,,,
974,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
975,,(alteração),,,,,,,,,,,
976,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
977,RESSECÇÃO DOS DUCTOS PRINCIPAIS DA MAMA,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
978,,,,,,,INVASIVOS,,,,,,
979,,,,,,,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
980,RETIRADA DA VÁLVULA APÓS COLOCAÇÃO DE EXPANSOR PERMANENTE,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
981,SUBSTITUIÇÃO DE PRÓTESE EM CASO DE LESÕES TRAUMÁTICAS E TUMORES,HCO,HSO,REF,MAMAS,PAREDE TORÁCICA,,,,,,,
982,,,,,,SISTEMA MÚSCULO,,,,,,,
983,"AUTOTRANSPLANTE CUTÂNEO, ÓSSEO E/OU MUSCULAR LIGADO POR PEDÍCULO VASCULAR",HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
984,AUTOTRANSPLANTE DE EPIPLON,HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
985,"MICROCIRURGIA NAS GRANDES RECONSTRUÇÕES DE CABEÇA E PESCOÇO, NAS EXTENSAS PERDAS DE",,,,,,,,,,,,
986,SUBSTÂNCIA E NA ABLAÇÃO DE TUMORES AO NÍVEL DOS MEMBROS (COM MICROANASTOMOSES,HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
987,TRANSPLANTE ÓSSEO VASCULARIZADO (MICROANASTOMOSE),HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
988,TRANSPLANTES CUTÂNEOS AUTÓLOGOS COM OU SEM MICROANASTOMOSES VASCULARES),HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
989,TRANSPLANTES MUSCULARES AUTÓLOGOS (COM MICROANASTOMOSES VASCULARES),HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
990,TRANSPLANTES MÚSCULO-CUTÂNEOS AUTÓLOGOS (COM OU SEM MICROANASTOMOSES VASCULARES),HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
991,,HCO,HSO,REF,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,,,,,,,,
992,VASCULARIZADOS (COM MICROANASTOMOSES VASCULARES),,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
993,"REIMPLANTE DE SEGMENTOS DISTAIS DO MEMBRO SUPERIOR OU INFERIOR, COM RESSECÇÃO",,,,"TRANSPLANTES, REIMPLANTES E",SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
994,,HCO,HSO,REF,,,,,,,,,
995,SEGMENTAR,,,,REVASCULARIZAÇÕES DOS MEMBROS,ARTICULAÇÕES,INVASIVOS,,,,,,
996,REIMPLANTE DOS MEMBROS SUPERIORES OU INFERIORES OU PARTES,HCO,HSO,REF,,,,,,,,,
997,TRANSPLANTE ARTICULAR DE METATARSOFALÂNGICA PARA A MÃO,HCO,HSO,REF,,,,,,,,,
998,TRANSPLANTE DE DEDOS DO PÉ PARA A MÃO,,HCO,HSO,REF,,,,,,,,
999,,,,,,REVASCULARIZAÇÕES DOS MEMBROS,ARTICULAÇÕES,INVASIVOS,,,,,
1000,ARTROCENTESE OU PUNÇÃO DIAGNÓSTICA OU TERAPÊUTICA DE ESTRUTURAS OU CAVIDADES EXTRA-,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1001,,AMB,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1002,ARTICULARES COM APLICAÇÃO DE SUBSTÂNCIAS TERAPÊUTICAS,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1003,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO",,,,,,,,,,,,
1004,"DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS,",,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1005,,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1006,"OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE",,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1007,"FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA,",,,,,,,,,,,,
1008,"ARTROSCOPIA CIRÚRGICA PARA DESCOMPRESSÃO DO CANAL CARPIANO, ENCURTAMENTO DO CUBITAL",,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1009,,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1010,E ATRODESE EM GERAL,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1011,"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO",,,,,,,,,,,,
1012,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1013,"DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU",,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1014,,RN,,,,,,,,,,,
1015,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1016,,(alteração),,,,,,,,,,,
1017,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1018,ARTROSCOPIA P/ DIAGNÓSTICO COM OU SEM BIÓPSIA SINOVIAL,HCO,HSO,REF,ARTROSCOPIA,,,,,,,,
1019,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
1020,"ARTROSCOPIA PARA DESCOMPRESSÃO SUBACROMIAL COM ROTURA DO MANGUITO ROTADOR,",,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1021,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,,
1022,"RESSECÇÃO DA EXTREMIDADE LATERAL DA CLAVÍCULA, ARTRODESE DO OMBRO, FIXAÇÃO MENISCA",,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
1023,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1024,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,HCO,HSO,REF,ARTROSCOPIA,,,,,,,,
1025,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
1026,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1027,"ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO",HCO,HSO,REF,ARTROSCOPIA,,,,,,,,
1028,"LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1029,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIM,,,,,
1030,ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1031,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1032,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIM,,,,,
1033,INSTALAÇÃO DE HALO CRANIANO,,HCO,HSO,REF,TRAÇÃO,,,,,,,
1034,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1035,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIM,,,,,
1036,TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO,,HCO,HSO,REF,TRAÇÃO,,,,,,,
1037,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1038,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIM,,,,,
1039,RETIRADA DE PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES,,HCO,HSO,REF,RETIRADA DE MATERIAL DE SÍNTESE,,,,,,,
1040,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1041,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIM,,,,,
1042,RETIRADA DE MATERIAL DE SÍNTESE (QUALQUER MATERIAL),AMB,HCO,HSO,REF,RETIRADA DE MATERIAL DE SÍNTESE,,,,,,,
1043,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS",,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1044,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,,
1045,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1046,ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE,,HCO,HSO,REF,ARTROSCOPIA,,,,,,,
1047,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1048,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1049,INSTALAÇÃO DE HALO CRANIANO,,HCO,HSO,REF,TRAÇÃO,,,,,,,
1050,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1051,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1052,TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO,,HCO,HSO,REF,TRAÇÃO,,,,,,,
1053,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1054,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1055,RETIRADA DE PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES,,HCO,HSO,REF,RETIRADA DE MATERIAL DE SÍNTESE,,,,,,,
1056,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1057,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1058,RETIRADA DE MATERIAL DE SÍNTESE (QUALQUER MATERIAL),AMB,HCO,HSO,REF,RETIRADA DE MATERIAL DE SÍNTESE,,,,,,,
1059,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1060,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1061,APARELHOS GESSADOS (QUALQUER TIPO E LOCALIZAÇÃO),AMB,HCO,HSO,REF,IMOBILIZAÇÕES,,,,,,,
1062,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1063,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1064,IMOBILIZAÇÕES NÃO-GESSADAS (QUALQUER LOCALIZAÇÃO),AMB,HCO,HSO,REF,IMOBILIZAÇÕES,,,,,,,
1065,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1066,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1067,AMPUTAÇÃO/DESARTICULAÇÃO DE MEMBRO OU SEGMENTO,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1068,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1069,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1070,ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1071,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1072,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1073,ARTROPLASTIA COM OU SEM IMPLANTE,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1074,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1075,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1076,ARTROTOMIA,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1077,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1078,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1079,AUTOENXERTO ÓSSEO,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1080,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1081,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1082,BIÓPSIA ÓSSEA COM OU SEM AGULHA - QUALQUER LOCALIZAÇÃO,AMB,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1083,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1084,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1085,BIÓPSIAS PERCUTÂNEA SINOVIAL OU DE TECIDOS MOLES,AMB,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1086,,RN,,,,,,,,,,,
1087,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1088,,(alteração),,,,,,,,,,,
1089,"CORPO ESTRANHO INTRA-ÓSSEO, SUBCUTÂNEO - TRATAMENTO CIRÚRGICO",AMB,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1090,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1091,CORREÇÃO DE DEFORMIDADE ADQUIRIDA E OU CONGÊNITA COM OU SEM FIXADOR EXTERNO (DINÂMICO,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1092,,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1093,OU NÃO),,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1094,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1095,CURETAGEM OU RESSECÇÃO EM BLOCO DE TUMOR COM RECONSTRUÇÃO E ENXERTO VASCULARIZADO,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1096,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1097,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1098,DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) TRATAMENTO CIRÚRGICO,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1099,,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,
1100,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,
1101,ENXERTOS EM PSEUDARTROSES,,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,
1102,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1103,CORPO ESTRANHO INTRA-ARTICULAR - TRATAMENTO CIRÚRGICO,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,,
1104,,RN,,,,,,,,,,,
1105,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1106,,(alteração),,,,,,,,,,,
1107,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1108,TRATAMENTO CIRÚRGICO DA ARTROSE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,,
1109,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
1110,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1111,TRATAMENTO CIRÚRGICO DA DESARTICULAÇÃO,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,,
1112,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,,
1113,TRATAMENTO CIRÚRGICO DA PSEUDOARTROSE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),HCO,HSO,REF,PROCEDIMENTOS GERAIS,,,,,,,,
1114,,RN,,,,,,,,,,,
1115,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1116,,(alteração),,,,,,,,,,,
1117,,RN,,,,,,,,,,,
1118,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1119,,(alteração),,,,,,,,,,,
1120,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1121,TRATAMENTO CIRÚRGICO DAS MALFORMAÇÕES CRANIOVERTEBRAIS,HCO,HSO,REF,COLUNA VERTEBRAL,,,,,,,,
1122,,,,,,ARTICULAÇÕES,INVASIVOS,,,,,,
1123,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1124,TRATAMENTO CIRÚRGICO DE ESPONDILOLISTESE,HCO,HSO,REF,COLUNA VERTEBRAL,,,,,,,,
1125,TRATAMENTO CIRÚRGICO DO DISRAFISMO ESPINHAL,HCO,HSO,REF,COLUNA VERTEBRAL,,,,,,,,
1126,TRATAMENTO CIRÚRGICO DO DORSO CURVO OU ESCOLIOSE OU CIFOSE OU GIBA COSTAL,HCO,HSO,REF,COLUNA VERTEBRAL,,,,,,,,
1127,,RN,,,,,,,,,,,
1128,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1129,,(alteração),,,,,,,,,,,
1130,ABAIXAMENTO MIOTENDINOSO NO ANTEBRAÇO,,HCO,HSO,REF,MEMBROS SUPERIORES,,,,,,,
1131,ABSCESSOS DE DEDO (DRENAGEM) - TRATAMENTO CIRÚRGICO,AMB,HCO,HSO,REF,MEMBROS SUPERIORES,,,,,,,
1132,,,,,ARTICULAÇÃO ESCÁPULO-UMERAL E,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1133,PSEUDARTROSES E/OU OSTEOTOMIAS DA CINTURA ESCAPULAR - TRATAMENTO CIRÚRGICO,HCO,HSO,REF,,,,,,,,,
1134,,,,,CINTURA ESCAPULAR,ARTICULAÇÕES,INVASIVOS,,,,,,
1135,,,,,ARTICULAÇÃO ESCÁPULO-UMERAL E,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1136,RESSECÇÃO PARCIAL OU TOTAL DE CLAVÍCULA,HCO,HSO,REF,,,,,,,,,
1137,,,,,ARTICULAÇÃO ESCÁPULO-UMERAL E,SISTEMA MÚSCULO-ESQUELÉTICO E,PROCEDIMENTOS CIRÚRGICOS E,,,,,,
1138,REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO,HCO,HSO,REF,,,,,,,,,
